INTRA-DAY TRADE TO TOTAL FUND HOLDINGS (NOT INDIVIDUAL BASKET),,,,,,,,
"Trade notification files are not provided until full trade execution at the end of a trading day. ARK may not trade every day. The time stamp of the email is the time of file upload and not necessarily the exact time of the trades. Files of trades are not comprehensive lists of a day's trades for the ARK ETFs, but instead contain the most recent trades made in the ARK ETFs' portfolios. Additional files may be posted at a later time. Most ARK ETF portfolio trades settle on a T+2 basis. These files represent an unofficial account, as all accounting and custody for the ARK ETFs is performed by BNY Mellon. Updated ARK ETF end of day holdings are available on https://ark-funds.com/investor-resources

ARK Trade Desk
212.426.7040
ark@ark-invest.com",,,,,,,,
,,,,,,,,
FUND,Date,Direction,Ticker,CUSIP,Name,Shares,,
ARKG,2020-08-20,Buy,ACCD,4.37E+104,ACCOLADE INC,11100,,
ARKG,2020-08-20,Buy,AQB,03842K200,AQUABOUNTY TECHNOLOGIES INC,50000,,
ARKG,2020-08-20,Sell,CBMG,15117P102,CELLULAR BIOMEDICINE GROUP INC,32500,,
ARKG,2020-08-20,Buy,CLLS,15117K103,CELLECTIS SA,2400,,
ARKG,2020-08-20,Sell,PSNL,71535D106,PERSONALIS INC,12500,,
ARKK,2020-08-20,Sell,CRSP,H17182108,CRISPR THERAPEUTICS AG,4302,,
ARKK,2020-08-20,Sell,MCRB,81750R102,SERES THERAPEUTICS INC,64300,,
ARKK,2020-08-20,Buy,NTDOY,654445303,NINTENDO CO LTD,86337,,
ARKK,2020-08-20,Buy,PACB,69404D108,PACIFIC BIOSCIENCES OF CALIFORNIA INC,213300,,
ARKK,2020-08-20,Buy,PSTG,74624M102,PURE STORAGE INC,619552,,
ARKK,2020-08-20,Buy,SNPS,871607107,SYNOPSYS INC,90211,,
ARKK,2020-08-20,Sell,SQ,852234103,SQUARE INC,14496,,
ARKK,2020-08-20,Sell,TSLA,88160R101,TESLA INC,18919,,
ARKK,2020-08-20,Buy,WORK,83088V102,SLACK TECHNOLOGIES INC,385100,,
ARKQ,2020-08-20,Buy,SNPS,871607107,SYNOPSYS INC,12130,,
ARKQ,2020-08-20,Sell,TSLA,88160R101,TESLA INC,1311,,
ARKW,2020-08-20,Buy,NTDOY,654445303,NINTENDO CO LTD,9338,,
ARKW,2020-08-20,Sell,TSLA,88160R101,TESLA INC,2657,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
